x0,x1,time,det_fi,log_det,sensitivity_y
"tf.Tensor(21.019834928145983, shape=(), dtype=float64)","tf.Tensor(385.2410160951093, shape=(), dtype=float64)",0.14400000000000002,"tf.Tensor(8185711948945.198, shape=(), dtype=float64)","tf.Tensor(-29.733411305124715, shape=(), dtype=float64)","tf.Tensor([[ 1.36900628e+03 -1.57835746e+00 -5.41185244e+04  3.03375856e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(21.40507594424109, shape=(), dtype=float64)","tf.Tensor(384.79261607572187, shape=(), dtype=float64)",0.145,"tf.Tensor(10461510787774.416, shape=(), dtype=float64)","tf.Tensor(-29.978723998913296, shape=(), dtype=float64)","tf.Tensor([[ 1.37358847e+03 -1.63514260e+00 -5.42820033e+04  3.03570500e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(21.789868560316812, shape=(), dtype=float64)","tf.Tensor(384.16481987400465, shape=(), dtype=float64)",0.146,"tf.Tensor(13338378647979.53, shape=(), dtype=float64)","tf.Tensor(-30.221666608398145, shape=(), dtype=float64)","tf.Tensor([[ 1.37802597e+03 -1.69352863e+00 -5.44396269e+04  3.03717705e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(22.174033380190817, shape=(), dtype=float64)","tf.Tensor(383.3577832046668, shape=(), dtype=float64)",0.147,"tf.Tensor(16966761013497.002, shape=(), dtype=float64)","tf.Tensor(-30.46227731151837, shape=(), dtype=float64)","tf.Tensor([[ 1.38231888e+03 -1.75353896e+00 -5.45914074e+04  3.03817705e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(22.557391163395483, shape=(), dtype=float64)","tf.Tensor(382.37182198050533, shape=(), dtype=float64)",0.148,"tf.Tensor(21532688692083.844, shape=(), dtype=float64)","tf.Tensor(-30.700593300700746, shape=(), dtype=float64)","tf.Tensor([[ 1.38646732e+03 -1.81519665e+00 -5.47373570e+04  3.03870742e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(22.93976298537599, shape=(), dtype=float64)","tf.Tensor(381.20741212226216, shape=(), dtype=float64)",0.149,"tf.Tensor(27265705265863.156, shape=(), dtype=float64)","tf.Tensor(-30.936650811049347, shape=(), dtype=float64)","tf.Tensor([[ 1.39047141e+03 -1.87852444e+00 -5.48774888e+04  3.03877074e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(23.32097039749825, shape=(), dtype=float64)","tf.Tensor(379.86518921157585, shape=(), dtype=float64)",0.15,"tf.Tensor(34448451329842.527, shape=(), dtype=float64)","tf.Tensor(-31.170485158236747, shape=(), dtype=float64)","tf.Tensor([[ 1.39433128e+03 -1.94354472e+00 -5.50118161e+04  3.03836967e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(23.700835586709825, shape=(), dtype=float64)","tf.Tensor(378.34594798735367, shape=(), dtype=float64)",0.151,"tf.Tensor(43428228064719.16, shape=(), dtype=float64)","tf.Tensor(-31.402130761843708, shape=(), dtype=float64)","tf.Tensor([[ 1.39804708e+03 -2.01027951e+00 -5.51403530e+04  3.03750702e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(24.079181534697177, shape=(), dtype=float64)","tf.Tensor(376.6506416860454, shape=(), dtype=float64)",0.152,"tf.Tensor(54630922545364.84, shape=(), dtype=float64)","tf.Tensor(-31.631621185350184, shape=(), dtype=float64)","tf.Tensor([[ 1.40161898e+03 -2.07875043e+00 -5.52631138e+04  3.03618568e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(24.455832176383222, shape=(), dtype=float64)","tf.Tensor(374.78038122645364, shape=(), dtype=float64)",0.153,"tf.Tensor(68577743360477.17, shape=(), dtype=float64)","tf.Tensor(-31.85898915720871, shape=(), dtype=float64)","tf.Tensor([[ 1.40504716e+03 -2.14897869e+00 -5.53801135e+04  3.03440866e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(24.830612557609676, shape=(), dtype=float64)","tf.Tensor(372.7364342398687, shape=(), dtype=float64)",0.154,"tf.Tensor(85905296319852.06, shape=(), dtype=float64)","tf.Tensor(-32.08426659982658, shape=(), dtype=float64)","tf.Tensor([[ 1.40833179e+03 -2.22098510e+00 -5.54913672e+04  3.03217910e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(25.203348991849545, shape=(), dtype=float64)","tf.Tensor(370.52022394646906, shape=(), dtype=float64)",0.155,"tf.Tensor(107389620896720.47, shape=(), dtype=float64)","tf.Tensor(-32.307484653638056, shape=(), dtype=float64)","tf.Tensor([[ 1.41147308e+03 -2.29479001e+00 -5.55968910e+04  3.02950024e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(25.573869215796012, shape=(), dtype=float64)","tf.Tensor(368.1333278790807, shape=(), dtype=float64)",0.156,"tf.Tensor(133974916395168.56, shape=(), dtype=float64)","tf.Tensor(-32.52867370727619, shape=(), dtype=float64)","tf.Tensor([[ 1.41447125e+03 -2.37041334e+00 -5.56967011e+04  3.02637540e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(25.942002543675095, shape=(), dtype=float64)","tf.Tensor(365.5774764555373, shape=(), dtype=float64)",0.157,"tf.Tensor(166807808593238.3, shape=(), dtype=float64)","tf.Tensor(-32.74786341886559, shape=(), dtype=float64)","tf.Tensor([[ 1.41732652e+03 -2.44787451e+00 -5.57908142e+04  3.02280806e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(26.307580020130633, shape=(), dtype=float64)","tf.Tensor(362.85455140103534, shape=(), dtype=float64)",0.158,"tf.Tensor(207278151183951.62, shape=(), dtype=float64)","tf.Tensor(-32.96508273272904, shape=(), dtype=float64)","tf.Tensor([[ 1.42003913e+03 -2.52719247e+00 -5.58792476e+04  3.01880175e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(26.67043457153167, shape=(), dtype=float64)","tf.Tensor(359.9665840220239, shape=(), dtype=float64)",0.159,"tf.Tensor(257067526635956.34, shape=(), dtype=float64)","tf.Tensor(-33.1803599158674, shape=(), dtype=float64)","tf.Tensor([[ 1.42260933e+03 -2.60838566e+00 -5.59620189e+04  3.01436014e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(27.030401155553694, shape=(), dtype=float64)","tf.Tensor(356.91575333331656, shape=(), dtype=float64)",0.16,"tf.Tensor(318206789609334.1, shape=(), dtype=float64)","tf.Tensor(-33.3937225691575, shape=(), dtype=float64)","tf.Tensor([[ 1.42503739e+03 -2.69147202e+00 -5.60391462e+04  3.00948699e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(27.387316908887012, shape=(), dtype=float64)","tf.Tensor(353.70438404025805, shape=(), dtype=float64)",0.161,"tf.Tensor(393144225259358.6, shape=(), dtype=float64)","tf.Tensor(-33.60519764586791, shape=(), dtype=float64)","tf.Tensor([[ 1.42732360e+03 -2.77646893e+00 -5.61106483e+04  3.00418616e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(27.74102129292727, shape=(), dtype=float64)","tf.Tensor(350.3349443779196, shape=(), dtype=float64)",0.162,"tf.Tensor(484826144758268.75, shape=(), dtype=float64)","tf.Tensor(-33.814811478186364, shape=(), dtype=float64)","tf.Tensor([[ 1.42946824e+03 -2.86339325e+00 -5.61765439e+04  2.99846160e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(28.09135623730519, shape=(), dtype=float64)","tf.Tensor(346.81004380944046, shape=(), dtype=float64)",0.163,"tf.Tensor(596792017670531.8, shape=(), dtype=float64)","tf.Tensor(-34.02258978951171, shape=(), dtype=float64)","tf.Tensor([[ 1.43147162e+03 -2.95226127e+00 -5.62368527e+04  2.99231737e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(28.438166281114633, shape=(), dtype=float64)","tf.Tensor(343.1324305857697, shape=(), dtype=float64)",0.164,"tf.Tensor(733286588638928.0, shape=(), dtype=float64)","tf.Tensor(-34.22855772181009, shape=(), dtype=float64)","tf.Tensor([[ 1.43333406e+03 -3.04308870e+00 -5.62915945e+04  2.98575761e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(28.7812987117004, shape=(), dtype=float64)","tf.Tensor(339.30498916920124, shape=(), dtype=float64)",0.165,"tf.Tensor(899391773872401.6, shape=(), dtype=float64)","tf.Tensor(-34.43273984398406, shape=(), dtype=float64)","tf.Tensor([[ 1.43505590e+03 -3.13589066e+00 -5.63407896e+04  2.97878656e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(29.1206037008696, shape=(), dtype=float64)","tf.Tensor(335.33073752322764, shape=(), dtype=float64)",0.166,"tf.Tensor(1101181589486776.6, shape=(), dtype=float64)","tf.Tensor(-34.635160170465504, shape=(), dtype=float64)","tf.Tensor([[ 1.43663748e+03 -3.23068167e+00 -5.63844588e+04  2.97140854e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(29.45593443839283, shape=(), dtype=float64)","tf.Tensor(331.21282427137163, shape=(), dtype=float64)",0.167,"tf.Tensor(1345903846146325.5, shape=(), dtype=float64)","tf.Tensor(-34.83584218684028, shape=(), dtype=float64)","tf.Tensor([[ 1.43807916e+03 -3.32747566e+00 -5.64226233e+04  2.96362798e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(29.787147262664202, shape=(), dtype=float64)","tf.Tensor(326.95452572778277, shape=(), dtype=float64)",0.168,"tf.Tensor(1642192854426004.8, shape=(), dtype=float64)","tf.Tensor(-35.03480884997346, shape=(), dtype=float64)","tf.Tensor([[ 1.43938131e+03 -3.42628590e+00 -5.64553047e+04  2.95544936e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(30.114101788391984, shape=(), dtype=float64)","tf.Tensor(322.5592428025134, shape=(), dtype=float64)",0.169,"tf.Tensor(2000318102731230.8, shape=(), dtype=float64)","tf.Tensor(-35.23208261418892, shape=(), dtype=float64)","tf.Tensor([[ 1.44054433e+03 -3.52712504e+00 -5.64825249e+04  2.94687727e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(30.436661031194497, shape=(), dtype=float64)","tf.Tensor(318.03049778451174, shape=(), dtype=float64)",0.17,"tf.Tensor(2432474490716747.5, shape=(), dtype=float64)","tf.Tensor(-35.42768544307524, shape=(), dtype=float64)","tf.Tensor([[ 1.44156862e+03 -3.63000507e+00 -5.65043066e+04  2.93791637e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(30.75469152897901, shape=(), dtype=float64)","tf.Tensor(313.3719310054913, shape=(), dtype=float64)",0.171,"tf.Tensor(2953120562805292.0, shape=(), dtype=float64)","tf.Tensor(-35.621638824067404, shape=(), dtype=float64)","tf.Tensor([[ 1.44245459e+03 -3.73493733e+00 -5.65206723e+04  2.92857140e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(31.0680634599845, shape=(), dtype=float64)","tf.Tensor(308.58729738795176, shape=(), dtype=float64)",0.17200000000000001,"tf.Tensor(3579372067516320.0, shape=(), dtype=float64)","tf.Tensor(-35.813963779803785, shape=(), dtype=float64)","tf.Tensor([[ 1.44320267e+03 -3.84193249e+00 -5.65316456e+04  2.91884717e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(31.376650757372452, shape=(), dtype=float64)","tf.Tensor(303.68046288074237, shape=(), dtype=float64)",0.17300000000000001,"tf.Tensor(4331459220240384.5, shape=(), dtype=float64)","tf.Tensor(-36.004680882517526, shape=(), dtype=float64)","tf.Tensor([[ 1.44381331e+03 -3.95100052e+00 -5.65372499e+04  2.90874857e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(31.680331220253194, shape=(), dtype=float64)","tf.Tensor(298.6554007856699, shape=(), dtype=float64)",0.17400000000000002,"tf.Tensor(5233257183954108.0, shape=(), dtype=float64)","tf.Tensor(-36.19381026765418, shape=(), dtype=float64)","tf.Tensor([[ 1.44428695e+03 -4.06215072e+00 -5.65375093e+04  2.89828056e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(31.978986621038864, shape=(), dtype=float64)","tf.Tensor(293.51618797875886, shape=(), dtype=float64)",0.17500000000000002,"tf.Tensor(6312900560710190.0, shape=(), dtype=float64)","tf.Tensor(-36.38137164266098, shape=(), dtype=float64)","tf.Tensor([[ 1.44462407e+03 -4.17539168e+00 -5.65324483e+04  2.88744815e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(32.272502809017624, shape=(), dtype=float64)","tf.Tensor(288.2670010298785, shape=(), dtype=float64)",0.176,"tf.Tensor(7603494225875037.0, shape=(), dtype=float64)","tf.Tensor(-36.567384303105214, shape=(), dtype=float64)","tf.Tensor([[ 1.44482516e+03 -4.29073128e+00 -5.65220916e+04  2.87625644e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(32.5607698100475, shape=(), dtype=float64)","tf.Tensor(282.91211222454837, shape=(), dtype=float64)",0.177,"tf.Tensor(9143934347222514.0, shape=(), dtype=float64)","tf.Tensor(-36.751867141502366, shape=(), dtype=float64)","tf.Tensor([[ 1.44489072e+03 -4.40817668e+00 -5.65064646e+04  2.86471057e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(32.843681922272054, shape=(), dtype=float64)","tf.Tensor(277.45588549183407, shape=(), dtype=float64)",0.178,"tf.Tensor(1.0979855356982152e+16, shape=(), dtype=float64)","tf.Tensor(-36.93483865758856, shape=(), dtype=float64)","tf.Tensor([[ 1.44482124e+03 -4.52773433e+00 -5.64855928e+04  2.85281576e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(33.12113780776389, shape=(), dtype=float64)","tf.Tensor(271.90277224233404, shape=(), dtype=float64)",0.179,"tf.Tensor(1.3164720672990576e+16, shape=(), dtype=float64)","tf.Tensor(-37.11631697023854, shape=(), dtype=float64)","tf.Tensor([[ 1.44461727e+03 -4.64940994e+00 -5.64595022e+04  2.84057728e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(33.39304058000622, shape=(), dtype=float64)","tf.Tensor(266.2573071203501, shape=(), dtype=float64)",0.18,"tf.Tensor(1.5761077231193876e+16, shape=(), dtype=float64)","tf.Tensor(-37.296319829237625, shape=(), dtype=float64)","tf.Tensor([[ 1.44427933e+03 -4.77320846e+00 -5.64282190e+04  2.82800043e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(33.65929788712657, shape=(), dtype=float64)","tf.Tensor(260.52410367441723, shape=(), dtype=float64)",0.181,"tf.Tensor(1.884199631263358e+16, shape=(), dtype=float64)","tf.Tensor(-37.47486461983783, shape=(), dtype=float64)","tf.Tensor([[ 1.44380799e+03 -4.89913413e+00 -5.63917701e+04  2.81509059e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(33.91982199080099, shape=(), dtype=float64)","tf.Tensor(254.70784995044906, shape=(), dtype=float64)",0.182,"tf.Tensor(2.2492726344084784e+16, shape=(), dtype=float64)","tf.Tensor(-37.651968378260655, shape=(), dtype=float64)","tf.Tensor([[ 1.44320380e+03 -5.02719042e+00 -5.63501826e+04  2.80185318e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(34.17452984075144, shape=(), dtype=float64)","tf.Tensor(248.81330401183249, shape=(), dtype=float64)",0.183,"tf.Tensor(2.6812585906247196e+16, shape=(), dtype=float64)","tf.Tensor(-37.82764779555639, shape=(), dtype=float64)","tf.Tensor([[ 1.44246735e+03 -5.15738004e+00 -5.63034837e+04  2.78829365e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(34.42334314476327, shape=(), dtype=float64)","tf.Tensor(242.8452893908766, shape=(), dtype=float64)",0.184,"tf.Tensor(3.1917129414680584e+16, shape=(), dtype=float64)","tf.Tensor(-38.00191923283052, shape=(), dtype=float64)","tf.Tensor([[ 1.44159924e+03 -5.28970495e+00 -5.62517014e+04  2.77441752e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(34.66618843415415, shape=(), dtype=float64)","tf.Tensor(236.80869047608846, shape=(), dtype=float64)",0.185,"tf.Tensor(3.794062089018924e+16, shape=(), dtype=float64)","tf.Tensor(-38.174798724338714, shape=(), dtype=float64)","tf.Tensor([[ 1.44060006e+03 -5.42416633e+00 -5.61948637e+04  2.76023033e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(34.90299712463024, shape=(), dtype=float64)","tf.Tensor(230.70844783981275, shape=(), dtype=float64)",0.186,"tf.Tensor(4.50388563269932e+16, shape=(), dtype=float64)","tf.Tensor(-38.34630198603503, shape=(), dtype=float64)","tf.Tensor([[ 1.43947044e+03 -5.56076462e+00 -5.61329992e+04  2.74573765e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(35.13370557247005, shape=(), dtype=float64)","tf.Tensor(224.5495535108296, shape=(), dtype=float64)",0.187,"tf.Tensor(5.339237976051925e+16, shape=(), dtype=float64)","tf.Tensor(-38.51644442958019, shape=(), dtype=float64)","tf.Tensor([[ 1.43821102e+03 -5.69949946e+00 -5.60661367e+04  2.73094510e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(35.358255125980875, shape=(), dtype=float64)","tf.Tensor(218.33704619656103, shape=(), dtype=float64)",0.188,"tf.Tensor(6.321014231735648e+16, shape=(), dtype=float64)","tf.Tensor(-38.685241162893014, shape=(), dtype=float64)","tf.Tensor([[ 1.43682244e+03 -5.84036973e+00 -5.59943053e+04  2.71585832e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(35.576592172177435, shape=(), dtype=float64)","tf.Tensor(212.07600645958462, shape=(), dtype=float64)",0.189,"tf.Tensor(7.473366090666029e+16, shape=(), dtype=float64)","tf.Tensor(-38.8527070001002, shape=(), dtype=float64)","tf.Tensor([[ 1.43530536e+03 -5.98337354e+00 -5.59175346e+04  2.70048298e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(35.78866817863702, shape=(), dtype=float64)","tf.Tensor(205.77155185319947, shape=(), dtype=float64)",0.19,"tf.Tensor(8.824173859948718e+16, shape=(), dtype=float64)","tf.Tensor(-39.01885647273852, shape=(), dtype=float64)","tf.Tensor([[ 1.43366046e+03 -6.12850819e+00 -5.58358544e+04  2.68482476e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(35.994439730490214, shape=(), dtype=float64)","tf.Tensor(199.42883202082876, shape=(), dtype=float64)",0.191,"tf.Tensor(1.0405581485406803e+17, shape=(), dtype=float64)","tf.Tensor(-39.183703831379276, shape=(), dtype=float64)","tf.Tensor([[ 1.43188843e+03 -6.27577026e+00 -5.57492949e+04  2.66888939e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(36.19386856251104, shape=(), dtype=float64)","tf.Tensor(193.05302376408005, shape=(), dtype=float64)",0.192,"tf.Tensor(1.2254602322383773e+17, shape=(), dtype=float64)","tf.Tensor(-39.347263054124404, shape=(), dtype=float64)","tf.Tensor([[ 1.42998996e+03 -6.42515550e+00 -5.56578865e+04  2.65268260e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(36.38692158627512, shape=(), dtype=float64)","tf.Tensor(186.6493260843146, shape=(), dtype=float64)",0.193,"tf.Tensor(1.441380416342044e+17, shape=(), dtype=float64)","tf.Tensor(-39.50954785776136, shape=(), dtype=float64)","tf.Tensor([[ 1.42796578e+03 -6.57665890e+00 -5.55616601e+04  2.63621013e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(36.573570912359436, shape=(), dtype=float64)","tf.Tensor(180.22295520260363, shape=(), dtype=float64)",0.194,"tf.Tensor(1.693208271071909e+17, shape=(), dtype=float64)","tf.Tensor(-39.6705716954274, shape=(), dtype=float64)","tf.Tensor([[ 1.42581660e+03 -6.73027469e+00 -5.54606466e+04  2.61947774e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(36.75379386756204, shape=(), dtype=float64)","tf.Tensor(173.77913956297064, shape=(), dtype=float64)",0.195,"tf.Tensor(1.9865534260241808e+17, shape=(), dtype=float64)","tf.Tensor(-39.830347771359946, shape=(), dtype=float64)","tf.Tensor([[ 1.42354317e+03 -6.88599630e+00 -5.53548777e+04  2.60249119e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(36.927573007125005, shape=(), dtype=float64)","tf.Tensor(167.32311482383554, shape=(), dtype=float64)",0.196,"tf.Tensor(2.327843867604185e+17, shape=(), dtype=float64)","tf.Tensor(-39.98888904133853, shape=(), dtype=float64)","tf.Tensor([[ 1.42114624e+03 -7.04381640e+00 -5.52443849e+04  2.58525626e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(37.09489612194884, shape=(), dtype=float64)","tf.Tensor(160.86011884258795, shape=(), dtype=float64)",0.197,"tf.Tensor(2.7244365645292317e+17, shape=(), dtype=float64)","tf.Tensor(-40.14620822232472, shape=(), dtype=float64)","tf.Tensor([[ 1.41862657e+03 -7.20372688e+00 -5.51292004e+04  2.56777873e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(37.25575624079143, shape=(), dtype=float64)","tf.Tensor(154.39538665822386, shape=(), dtype=float64)",0.198,"tf.Tensor(3.18474178629192e+17, shape=(), dtype=float64)","tf.Tensor(-40.30231779482853, shape=(), dtype=float64)","tf.Tensor([[ 1.41598495e+03 -7.36571888e+00 -5.50093563e+04  2.55006436e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(37.41015162744965, shape=(), dtype=float64)","tf.Tensor(147.9341454769818, shape=(), dtype=float64)",0.199,"tf.Tensor(3.718362676767093e+17, shape=(), dtype=float64)","tf.Tensor(-40.457230011639496, shape=(), dtype=float64)","tf.Tensor([[ 1.41322217e+03 -7.52978277e+00 -5.48848854e+04  2.53211893e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(37.55808577292663, shape=(), dtype=float64)","tf.Tensor(141.48160966591195, shape=(), dtype=float64)",0.2,"tf.Tensor(4.3362517396194554e+17, shape=(), dtype=float64)","tf.Tensor(-40.61095690138114, shape=(), dtype=float64)","tf.Tensor([[ 1.41033902e+03 -7.69590814e+00 -5.47558206e+04  2.51394821e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(37.69956738259254, shape=(), dtype=float64)","tf.Tensor(135.04297575930357, shape=(), dtype=float64)",0.201,"tf.Tensor(5.050886095359631e+17, shape=(), dtype=float64)","tf.Tensor(-40.76351027322161, shape=(), dtype=float64)","tf.Tensor([[ 1.40733633e+03 -7.86408386e+00 -5.46221949e+04  2.49555794e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(37.834610358351846, shape=(), dtype=float64)","tf.Tensor(128.62341748288347, shape=(), dtype=float64)",0.202,"tf.Tensor(5.876463541323816e+17, shape=(), dtype=float64)","tf.Tensor(-40.914901723322224, shape=(), dtype=float64)","tf.Tensor([[ 1.40421491e+03 -8.03429802e+00 -5.44840419e+04  2.47695388e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(37.96323377583473, shape=(), dtype=float64)","tf.Tensor(122.22808080068111, shape=(), dtype=float64)",0.203,"tf.Tensor(6.829121615223587e+17, shape=(), dtype=float64)","tf.Tensor(-41.065142639362236, shape=(), dtype=float64)","tf.Tensor([[ 1.40097562e+03 -8.20653798e+00 -5.43413952e+04  2.45814175e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(38.08546185663541, shape=(), dtype=float64)","tf.Tensor(115.86207898943339, shape=(), dtype=float64)",0.20400000000000001,"tf.Tensor(7.927182089947187e+17, shape=(), dtype=float64)","tf.Tensor(-41.214244205342396, shape=(), dtype=float64)","tf.Tensor([[ 1.39761930e+03 -8.38079037e+00 -5.41942890e+04  2.43912726e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(38.20132393562484, shape=(), dtype=float64)","tf.Tensor(109.53048774537473, shape=(), dtype=float64)",0.20500000000000002,"tf.Tensor(9.191423531780506e+17, shape=(), dtype=float64)","tf.Tensor(-41.36221740535552, shape=(), dtype=float64)","tf.Tensor([[ 1.39414681e+03 -8.55704108e+00 -5.40427573e+04  2.41991610e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(38.310854423370216, shape=(), dtype=float64)","tf.Tensor(103.23834032822697, shape=(), dtype=float64)",0.20600000000000002,"tf.Tensor(1.0645384819619204e+18, shape=(), dtype=float64)","tf.Tensor(-41.50907302886035, shape=(), dtype=float64)","tf.Tensor([[ 1.39055904e+03 -8.73527527e+00 -5.38868348e+04  2.40051394e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(38.41409276369844, shape=(), dtype=float64)","tf.Tensor(96.99062274716594, shape=(), dtype=float64)",0.20700000000000002,"tf.Tensor(1.2315702747116006e+18, shape=(), dtype=float64)","tf.Tensor(-41.654821675164406, shape=(), dtype=float64)","tf.Tensor([[ 1.38685686e+03 -8.91547740e+00 -5.37265563e+04  2.38092642e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(38.511083386445605, shape=(), dtype=float64)","tf.Tensor(90.79226899350117, shape=(), dtype=float64)",0.20800000000000002,"tf.Tensor(1.4232487125175826e+18, shape=(), dtype=float64)","tf.Tensor(-41.79947375813411, shape=(), dtype=float64)","tf.Tensor([[ 1.38304117e+03 -9.09763123e+00 -5.35619567e+04  2.36115915e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(38.60187565543911, shape=(), dtype=float64)","tf.Tensor(84.64815632475836, shape=(), dtype=float64)",0.209,"tf.Tensor(1.6429737036592535e+18, shape=(), dtype=float64)","tf.Tensor(-41.943039507743336, shape=(), dtype=float64)","tf.Tensor([[ 1.37911288e+03 -9.28171980e+00 -5.33930713e+04  2.34121770e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(38.68652381176387, shape=(), dtype=float64)","tf.Tensor(78.56310060480413, shape=(), dtype=float64)",0.21,"tf.Tensor(1.894580238423756e+18, shape=(), dtype=float64)","tf.Tensor(-42.085528977823614, shape=(), dtype=float64)","tf.Tensor([[ 1.37507292e+03 -9.46772547e+00 -5.32199356e+04  2.32110762e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(38.76508691236867, shape=(), dtype=float64)","tf.Tensor(72.541851704597, shape=(), dtype=float64)",0.211,"tf.Tensor(2.1823894909615153e+18, shape=(), dtype=float64)","tf.Tensor(-42.22695204718969, shape=(), dtype=float64)","tf.Tensor([[ 1.37092221e+03 -9.65562993e+00 -5.30425854e+04  2.30083442e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(38.83762876407327, shape=(), dtype=float64)","tf.Tensor(66.58908896808882, shape=(), dtype=float64)",0.212,"tf.Tensor(2.5112653557490985e+18, shape=(), dtype=float64)","tf.Tensor(-42.36731842580425, shape=(), dtype=float64)","tf.Tensor([[ 1.36666169e+03 -9.84541419e+00 -5.28610567e+04  2.28040357e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(38.90421785304136, shape=(), dtype=float64)","tf.Tensor(60.709416747736995, shape=(), dtype=float64)",0.213,"tf.Tensor(2.8866769059966787e+18, shape=(), dtype=float64)","tf.Tensor(-42.50663765490478, shape=(), dtype=float64)","tf.Tensor([[ 1.36229231e+03 -1.00370586e+01 -5.26753857e+04  2.25982048e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(38.964927269789094, shape=(), dtype=float64)","tf.Tensor(54.907360014018536, shape=(), dtype=float64)",0.214,"tf.Tensor(3.314767348380392e+18, shape=(), dtype=float64)","tf.Tensor(-42.64491911358377, shape=(), dtype=float64)","tf.Tensor([[ 1.35781504e+03 -1.02305429e+01 -5.24856087e+04  2.23909055e+01]], shape=(1, 4), dtype=float64)"
"tf.Tensor(39.019834629803114, shape=(), dtype=float64)","tf.Tensor(49.1873600432647, shape=(), dtype=float64)",0.215,"tf.Tensor(3.8024300469312015e+18, shape=(), dtype=float64)","tf.Tensor(-42.782172022275624, shape=(), dtype=float64)","tf.Tensor([[ 1.35323085e+03 -1.04258462e+01 -5.22917626e+04  2.21821910e+01]], shape=(1, 4), dtype=float64)"
