x0,x1,time,log_det,setp_reward,sensitivity_y
"tf.Tensor(49.710144977575666, shape=(), dtype=float64)","tf.Tensor(262.7020922096487, shape=(), dtype=float64)",0.17200000000000001,25.946404229016853,"tf.Tensor(0.17556453529439153, shape=(), dtype=float64)","tf.Tensor([[ 70.24205959 -12.95102523 -20.69265449 -11.82821564]], shape=(1, 4), dtype=float64)"
"tf.Tensor(49.97284706978532, shape=(), dtype=float64)","tf.Tensor(259.32676935807416, shape=(), dtype=float64)",0.17300000000000001,26.120870188198428,"tf.Tensor(0.1744659585482502, shape=(), dtype=float64)","tf.Tensor([[ 70.66550156 -13.18935589 -20.85295362 -11.94590203]], shape=(1, 4), dtype=float64)"
"tf.Tensor(50.23217383914339, shape=(), dtype=float64)","tf.Tensor(255.91567061936527, shape=(), dtype=float64)",0.17400000000000002,26.294250039493168,"tf.Tensor(0.17337985166285286, shape=(), dtype=float64)","tf.Tensor([[ 71.08512746 -13.43005785 -21.01279894 -12.06313676]], shape=(1, 4), dtype=float64)"
"tf.Tensor(50.48808950976276, shape=(), dtype=float64)","tf.Tensor(252.46928080884976, shape=(), dtype=float64)",0.17500000000000002,26.466556039231126,"tf.Tensor(0.17230600050007894, shape=(), dtype=float64)","tf.Tensor([[ 71.50088845 -13.67312201 -21.17217748 -12.17989492]], shape=(1, 4), dtype=float64)"
"tf.Tensor(50.74055879057161, shape=(), dtype=float64)","tf.Tensor(248.98808584448744, shape=(), dtype=float64)",0.176,26.637800232854076,"tf.Tensor(0.1712441957197619, shape=(), dtype=float64)","tf.Tensor([[ 71.91273627 -13.91853877 -21.33107637 -12.2961516 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(50.9895468764161, shape=(), dtype=float64)","tf.Tensor(245.47257269608718, shape=(), dtype=float64)",0.177,26.80799446102058,"tf.Tensor(0.17019422742579593, shape=(), dtype=float64)","tf.Tensor([[ 72.32062324 -14.16629803 -21.48948285 -12.4118819 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(51.23501944911219, shape=(), dtype=float64)","tf.Tensor(241.9232293346573, shape=(), dtype=float64)",0.178,26.977150366380265,"tf.Tensor(0.1691559064712287, shape=(), dtype=float64)","tf.Tensor([[ 72.7245023  -14.41638918 -21.64738427 -12.52706091]], shape=(1, 4), dtype=float64)"
"tf.Tensor(51.47694267844685, shape=(), dtype=float64)","tf.Tensor(238.34054468189342, shape=(), dtype=float64)",0.179,27.145279395806238,"tf.Tensor(0.16812902785386896, shape=(), dtype=float64)","tf.Tensor([[ 73.12432695 -14.6688011  -21.80476808 -12.64166373]], shape=(1, 4), dtype=float64)"
"tf.Tensor(51.71528322312874, shape=(), dtype=float64)","tf.Tensor(234.72500855980832, shape=(), dtype=float64)",0.18,27.312392804950765,"tf.Tensor(0.16711340918404005, shape=(), dtype=float64)","tf.Tensor([[ 73.5200513  -14.9235222  -21.96162183 -12.75566548]], shape=(1, 4), dtype=float64)"
"tf.Tensor(51.95000823168855, shape=(), dtype=float64)","tf.Tensor(231.07711164050727, shape=(), dtype=float64)",0.181,27.478501660723676,"tf.Tensor(0.16610885693580002, shape=(), dtype=float64)","tf.Tensor([[ 73.91163006 -15.18054036 -22.11793319 -12.86904128]], shape=(1, 4), dtype=float64)"
"tf.Tensor(52.18108534332906, shape=(), dtype=float64)","tf.Tensor(227.39734539611356, shape=(), dtype=float64)",0.182,27.64361685203877,"tf.Tensor(0.1651151918241709, shape=(), dtype=float64)","tf.Tensor([[ 74.29901853 -15.43984296 -22.27368992 -12.9817663 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(52.40848268872517, shape=(), dtype=float64)","tf.Tensor(223.68620204884763, shape=(), dtype=float64)",0.183,27.80774908591634,"tf.Tensor(0.16413223340132888, shape=(), dtype=float64)","tf.Tensor([[ 74.68217261 -15.70141689 -22.4288799  -13.09381571]], shape=(1, 4), dtype=float64)"
"tf.Tensor(52.63216889077402, shape=(), dtype=float64)","tf.Tensor(219.94417452126433, shape=(), dtype=float64)",0.184,27.97090889317206,"tf.Tensor(0.16315980795058316, shape=(), dtype=float64)","tf.Tensor([[ 75.06104879 -15.96524855 -22.58349113 -13.20516472]], shape=(1, 4), dtype=float64)"
"tf.Tensor(52.852113065295285, shape=(), dtype=float64)","tf.Tensor(216.17175638665194, shape=(), dtype=float64)",0.185,28.133106638366026,"tf.Tensor(0.1621977456165098, shape=(), dtype=float64)","tf.Tensor([[ 75.43560419 -16.23132382 -22.73751169 -13.31578858]], shape=(1, 4), dtype=float64)"
"tf.Tensor(53.068284821681935, shape=(), dtype=float64)","tf.Tensor(212.36944181959686, shape=(), dtype=float64)",0.186,28.294352513628446,"tf.Tensor(0.16124587521771971, shape=(), dtype=float64)","tf.Tensor([[ 75.80579651 -16.49962808 -22.8909298  -13.42566257]], shape=(1, 4), dtype=float64)"
"tf.Tensor(53.28065426350153, shape=(), dtype=float64)","tf.Tensor(208.53772554671824, shape=(), dtype=float64)",0.187,28.45465655058547,"tf.Tensor(0.16030403787499026, shape=(), dtype=float64)","tf.Tensor([[ 76.17158406 -16.77014623 -23.04373376 -13.53476202]], shape=(1, 4), dtype=float64)"
"tf.Tensor(53.48919198904825, shape=(), dtype=float64)","tf.Tensor(204.6771027975759, shape=(), dtype=float64)",0.188,28.614028618819578,"tf.Tensor(0.15937206844093588, shape=(), dtype=float64)","tf.Tensor([[ 76.53292575 -17.04286266 -23.19591202 -13.6430623 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(53.693869091845826, shape=(), dtype=float64)","tf.Tensor(200.78806925575577, shape=(), dtype=float64)",0.189,28.772478433892196,"tf.Tensor(0.1584498136683692, shape=(), dtype=float64)","tf.Tensor([[ 76.88978111 -17.31776127 -23.34745311 -13.75053886]], shape=(1, 4), dtype=float64)"
"tf.Tensor(53.894657161101584, shape=(), dtype=float64)","tf.Tensor(196.8711210101363, shape=(), dtype=float64)",0.19,28.930015552682523,"tf.Tensor(0.15753711870700293, shape=(), dtype=float64)","tf.Tensor([[ 77.24211027 -17.59482546 -23.49834568 -13.85716717]], shape=(1, 4), dtype=float64)"
"tf.Tensor(54.09152828211172, shape=(), dtype=float64)","tf.Tensor(192.9267545063401, shape=(), dtype=float64)",0.191,29.086649386999834,"tf.Tensor(0.1566338338444595, shape=(), dtype=float64)","tf.Tensor([[ 77.58987396 -17.87403814 -23.64857849 -13.96292279]], shape=(1, 4), dtype=float64)"
"tf.Tensor(54.284455036618056, shape=(), dtype=float64)","tf.Tensor(188.95546649837385, shape=(), dtype=float64)",0.192,29.24238919746112,"tf.Tensor(0.15573981004981619, shape=(), dtype=float64)","tf.Tensor([[ 77.93303353 -18.15538173 -23.79814044 -14.06778132]], shape=(1, 4), dtype=float64)"
"tf.Tensor(54.473410503116426, shape=(), dtype=float64)","tf.Tensor(184.9577540004608, shape=(), dtype=float64)",0.193,29.397244101472754,"tf.Tensor(0.15485490462238616, shape=(), dtype=float64)","tf.Tensor([[ 78.27155095 -18.43883814 -23.94702051 -14.17171846]], shape=(1, 4), dtype=float64)"
"tf.Tensor(54.658368257116884, shape=(), dtype=float64)","tf.Tensor(180.93411423906912, shape=(), dtype=float64)",0.194,29.551223077833406,"tf.Tensor(0.15397897599935106, shape=(), dtype=float64)","tf.Tensor([[ 78.60538877 -18.72438882 -24.09520781 -14.27470997]], shape=(1, 4), dtype=float64)"
"tf.Tensor(54.839302371355956, shape=(), dtype=float64)","tf.Tensor(176.88504460513994, shape=(), dtype=float64)",0.195,29.704334963179395,"tf.Tensor(0.15311188555081223, shape=(), dtype=float64)","tf.Tensor([[ 78.93451018 -19.01201471 -24.24269156 -14.37673168]], shape=(1, 4), dtype=float64)"
"tf.Tensor(55.0161874159611, shape=(), dtype=float64)","tf.Tensor(172.81104260651844, shape=(), dtype=float64)",0.196,29.85658846037355,"tf.Tensor(0.15225349720657988, shape=(), dtype=float64)","tf.Tensor([[ 79.25887898 -19.30169627 -24.3894611  -14.47775952]], shape=(1, 4), dtype=float64)"
"tf.Tensor(55.18899845856762, shape=(), dtype=float64)","tf.Tensor(168.71260582059176, shape=(), dtype=float64)",0.197,30.007992139166223,"tf.Tensor(0.15140367945418554, shape=(), dtype=float64)","tf.Tensor([[ 79.57845956 -19.59341347 -24.53550589 -14.5777695 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(55.35771106438821, shape=(), dtype=float64)","tf.Tensor(164.59023184713718, shape=(), dtype=float64)",0.198,30.15855444090735,"tf.Tensor(0.15056230174818808, shape=(), dtype=float64)","tf.Tensor([[ 79.89321696 -19.88714581 -24.6808155  -14.67673771]], shape=(1, 4), dtype=float64)"
"tf.Tensor(55.52230129623535, shape=(), dtype=float64)","tf.Tensor(160.4444182613839, shape=(), dtype=float64)",0.199,30.308283676028474,"tf.Tensor(0.14972923526210558, shape=(), dtype=float64)","tf.Tensor([[ 80.2031168  -20.18287229 -24.82537961 -14.77464035]], shape=(1, 4), dtype=float64)"
"tf.Tensor(55.68274571449673, shape=(), dtype=float64)","tf.Tensor(156.27566256729204, shape=(), dtype=float64)",0.2,30.45718803325599,"tf.Tensor(0.14890435805070545, shape=(), dtype=float64)","tf.Tensor([[ 80.50812533 -20.48057144 -24.96918803 -14.87145372]], shape=(1, 4), dtype=float64)"
"tf.Tensor(55.83902137706402, shape=(), dtype=float64)","tf.Tensor(152.08446215105226, shape=(), dtype=float64)",0.201,30.605275577474554,"tf.Tensor(0.1480875440008944, shape=(), dtype=float64)","tf.Tensor([[ 80.80820941 -20.78022132 -25.11223069 -14.96715423]], shape=(1, 4), dtype=float64)"
"tf.Tensor(55.991105839215074, shape=(), dtype=float64)","tf.Tensor(147.87131423480912, shape=(), dtype=float64)",0.202,30.75255425289937,"tf.Tensor(0.14727867604707257, shape=(), dtype=float64)","tf.Tensor([[ 81.10333653 -21.0817995  -25.25449762 -15.06171836]], shape=(1, 4), dtype=float64)"
"tf.Tensor(56.13897715344988, shape=(), dtype=float64)","tf.Tensor(143.63671583061193, shape=(), dtype=float64)",0.203,30.899031887273267,"tf.Tensor(0.1464776346926424, shape=(), dtype=float64)","tf.Tensor([[ 81.39347478 -21.38528309 -25.39597899 -15.15512276]], shape=(1, 4), dtype=float64)"
"tf.Tensor(56.28261386928049, shape=(), dtype=float64)","tf.Tensor(139.38116369459598, shape=(), dtype=float64)",0.20400000000000001,31.044716191669846,"tf.Tensor(0.1456843053447816, shape=(), dtype=float64)","tf.Tensor([[ 81.67859286 -21.69064871 -25.53666507 -15.24734415]], shape=(1, 4), dtype=float64)"
"tf.Tensor(56.42199503297508, shape=(), dtype=float64)","tf.Tensor(135.10515428139763, shape=(), dtype=float64)",0.20500000000000002,31.189614766661684,"tf.Tensor(0.14489857471708056, shape=(), dtype=float64)","tf.Tensor([[ 81.9586601  -21.99787253 -25.67654626 -15.33835938]], shape=(1, 4), dtype=float64)"
"tf.Tensor(56.55710018725648, shape=(), dtype=float64)","tf.Tensor(130.8091836988064, shape=(), dtype=float64)",0.20600000000000002,31.333735099505663,"tf.Tensor(0.14412033257400303, shape=(), dtype=float64)","tf.Tensor([[ 82.23364645 -22.30693024 -25.81561309 -15.42814544]], shape=(1, 4), dtype=float64)"
"tf.Tensor(56.68790937095529, shape=(), dtype=float64)","tf.Tensor(126.4937476626574, shape=(), dtype=float64)",0.20700000000000002,31.477084569419056,"tf.Tensor(0.14334947000677545, shape=(), dtype=float64)","tf.Tensor([[ 82.50352246 -22.61779709 -25.95385618 -15.51667944]], shape=(1, 4), dtype=float64)"
"tf.Tensor(56.814403118617946, shape=(), dtype=float64)","tf.Tensor(122.15934145196687, shape=(), dtype=float64)",0.20800000000000002,31.619670448554228,"tf.Tensor(0.14258587942477519, shape=(), dtype=float64)","tf.Tensor([[ 82.7682593  -22.93044783 -26.0912663  -15.60393861]], shape=(1, 4), dtype=float64)"
"tf.Tensor(56.936562460069915, shape=(), dtype=float64)","tf.Tensor(117.80645986431443, shape=(), dtype=float64)",0.209,31.761499905107055,"tf.Tensor(0.14182945641466915, shape=(), dtype=float64)","tf.Tensor([[ 83.02782876 -23.24485679 -26.22783433 -15.68990034]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.05436891993423, shape=(), dtype=float64)","tf.Tensor(113.43559717147477, shape=(), dtype=float64)",0.21,31.90258000450769,"tf.Tensor(0.1410800989351042, shape=(), dtype=float64)","tf.Tensor([[ 83.28220325 -23.56099783 -26.36355126 -15.77454212]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.1678045171057, shape=(), dtype=float64)","tf.Tensor(109.04724707530185, shape=(), dtype=float64)",0.211,32.04291771143314,"tf.Tensor(0.14033770672132917, shape=(), dtype=float64)","tf.Tensor([[ 83.53135577 -23.87884433 -26.49840822 -15.85784163]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.276851764181, shape=(), dtype=float64)","tf.Tensor(104.64190266386878, shape=(), dtype=float64)",0.212,32.18251989192124,"tf.Tensor(0.13960218045286688, shape=(), dtype=float64)","tf.Tensor([[ 83.77525998 -24.19836927 -26.63239645 -15.93977666]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.381493666844875, shape=(), dtype=float64)","tf.Tensor(100.22005636786612, shape=(), dtype=float64)",0.213,32.32139331472516,"tf.Tensor(0.13887342262084168, shape=(), dtype=float64)","tf.Tensor([[ 84.01389012 -24.51954514 -26.76550732 -16.02032517]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.48171372321274, shape=(), dtype=float64)","tf.Tensor(95.78219991726174, shape=(), dtype=float64)",0.214,32.459544653650845,"tf.Tensor(0.1381513388738007, shape=(), dtype=float64)","tf.Tensor([[ 84.24722104 -24.84234401 -26.89773231 -16.09946527]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.57749592313, shape=(), dtype=float64)","tf.Tensor(91.3288242982249, shape=(), dtype=float64)",0.215,32.596980489486874,"tf.Tensor(0.13743583599416098, shape=(), dtype=float64)","tf.Tensor([[ 84.47522823 -25.16673751 -27.02906303 -16.17717522]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.668824747428225, shape=(), dtype=float64)","tf.Tensor(86.86041971031757, shape=(), dtype=float64)",0.216,32.73370731133052,"tf.Tensor(0.13672682148176918, shape=(), dtype=float64)","tf.Tensor([[ 84.69788778 -25.4926968  -27.15949122 -16.25343346]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.755685167138545, shape=(), dtype=float64)","tf.Tensor(82.37747552395572, shape=(), dtype=float64)",0.217,32.869731518047544,"tf.Tensor(0.13602420692909867, shape=(), dtype=float64)","tf.Tensor([[ 84.91517639 -25.82019265 -27.28900872 -16.32821858]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.8380626426625, shape=(), dtype=float64)","tf.Tensor(77.88048023814335, shape=(), dtype=float64)",0.218,33.005059420708285,"tf.Tensor(0.13532790266278738, shape=(), dtype=float64)","tf.Tensor([[ 85.12707137 -26.14919537 -27.41760753 -16.40150934]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.91594312290064, shape=(), dtype=float64)","tf.Tensor(73.36992143848195, shape=(), dtype=float64)",0.219,33.13969724325631,"tf.Tensor(0.1346378226048035, shape=(), dtype=float64)","tf.Tensor([[ 85.33355065 -26.47967485 -27.54527973 -16.47328467]], shape=(1, 4), dtype=float64)"
"tf.Tensor(57.98931304433913, shape=(), dtype=float64)","tf.Tensor(68.84628575545827, shape=(), dtype=float64)",0.22,33.273651124820724,"tf.Tensor(0.13395388201623426, shape=(), dtype=float64)","tf.Tensor([[ 85.53459277 -26.81160055 -27.67201755 -16.5435237 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.05815933009458, shape=(), dtype=float64)","tf.Tensor(64.31005882301272, shape=(), dtype=float64)",0.221,33.40692712155598,"tf.Tensor(0.13327599655507072, shape=(), dtype=float64)","tf.Tensor([[ 85.73017688 -27.14494153 -27.79781334 -16.61220569]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.122469388917594, shape=(), dtype=float64)","tf.Tensor(59.76172523739138, shape=(), dtype=float64)",0.222,33.53953120674862,"tf.Tensor(0.13260408521562805, shape=(), dtype=float64)","tf.Tensor([[ 85.92028273 -27.4796664  -27.92265958 -16.67931014]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.18223111415499, shape=(), dtype=float64)","tf.Tensor(55.20176851628391, shape=(), dtype=float64)",0.223,33.67146927366871,"tf.Tensor(0.1319380671187762, shape=(), dtype=float64)","tf.Tensor([[ 86.10489069 -27.81574338 -28.04654885 -16.74481669]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.23743288267127, shape=(), dtype=float64)","tf.Tensor(50.630671058250066, shape=(), dtype=float64)",0.224,33.80274713622726,"tf.Tensor(0.1312778628796769, shape=(), dtype=float64)","tf.Tensor([[ 86.28398173 -28.15314027 -28.16947387 -16.8087052 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.28806355372952, shape=(), dtype=float64)","tf.Tensor(46.04891410243723, shape=(), dtype=float64)",0.225,33.93337053102308,"tf.Tensor(0.1306233947444948, shape=(), dtype=float64)","tf.Tensor([[ 86.45753742 -28.49182447 -28.2914275  -16.8709557 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.33411246783196, shape=(), dtype=float64)","tf.Tensor(41.456977688591486, shape=(), dtype=float64)",0.226,34.06334511794007,"tf.Tensor(0.12997458700882625, shape=(), dtype=float64)","tf.Tensor([[ 86.62553996 -28.83176298 -28.41240269 -16.93154843]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.37556944552055, shape=(), dtype=float64)","tf.Tensor(36.855340617364575, shape=(), dtype=float64)",0.227,34.192676481956276,"tf.Tensor(0.12933136404765477, shape=(), dtype=float64)","tf.Tensor([[ 86.78797213 -29.1729224  -28.53239254 -16.99046382]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.41242478613791, shape=(), dtype=float64)","tf.Tensor(32.2444804109192, shape=(), dtype=float64)",0.228,34.321370134621674,"tf.Tensor(0.12869365270717648, shape=(), dtype=float64)","tf.Tensor([[ 86.94481733 -29.51526892 -28.65139027 -17.04768251]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.44466926654883, shape=(), dtype=float64)","tf.Tensor(27.624873273834947, shape=(), dtype=float64)",0.229,34.449431515138514,"tf.Tensor(0.1280613805465869, shape=(), dtype=float64)","tf.Tensor([[ 87.09605953 -29.85876835 -28.76938921 -17.10318534]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.472294139822665, shape=(), dtype=float64)","tf.Tensor(22.99699405431719, shape=(), dtype=float64)",0.23,34.57686599164112,"tf.Tensor(0.1274344763169628, shape=(), dtype=float64)","tf.Tensor([[ 87.24168335 -30.20338614 -28.88638283 -17.15695337]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.49529113387698, shape=(), dtype=float64)","tf.Tensor(18.361316205711212, shape=(), dtype=float64)",0.231,34.70367886211979,"tf.Tensor(0.12681287039548295, shape=(), dtype=float64)","tf.Tensor([[ 87.38167396 -30.54908731 -29.00236472 -17.20896785]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.513652450082695, shape=(), dtype=float64)","tf.Tensor(13.718311748323744, shape=(), dtype=float64)",0.232,34.829875356014746,"tf.Tensor(0.1261964939279947, shape=(), dtype=float64)","tf.Tensor([[ 87.51601717 -30.89583654 -29.1173286  -17.25921026]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.527370761831015, shape=(), dtype=float64)","tf.Tensor(9.068451231554171, shape=(), dtype=float64)",0.233,34.95546063530734,"tf.Tensor(0.1255852790809584, shape=(), dtype=float64)","tf.Tensor([[ 87.64469936 -31.24359812 -29.2312683  -17.30766229]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.53643921306257, shape=(), dtype=float64)","tf.Tensor(4.41220369633749, shape=(), dtype=float64)",0.234,35.080439795784336,"tf.Tensor(0.12497916042999879, shape=(), dtype=float64)","tf.Tensor([[ 87.76770752 -31.59233597 -29.34417779 -17.35430586]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.54085141675891, shape=(), dtype=float64)","tf.Tensor(-0.24996336209883818, shape=(), dtype=float64)",0.23500000000000001,35.20481786811457,"tf.Tensor(0.124378072183152, shape=(), dtype=float64)","tf.Tensor([[ 87.88502921 -31.94201367 -29.45605116 -17.3991231 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.54060145339681, shape=(), dtype=float64)","tf.Tensor(-1.5543616847114068, shape=(), dtype=float64)",0.23600000000000002,35.27496378450277,"tf.Tensor(0.0701459163888174, shape=(), dtype=float64)","tf.Tensor([[ 87.47043039 -30.72418734 -29.06173394 -17.24107848]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.5390470917121, shape=(), dtype=float64)","tf.Tensor(-1.7573881076192202, shape=(), dtype=float64)",0.23700000000000002,35.315651234255455,"tf.Tensor(0.040687449837705, shape=(), dtype=float64)","tf.Tensor([[ 87.05258017 -29.51455336 -28.66424354 -17.08212721]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.53728970360448, shape=(), dtype=float64)","tf.Tensor(-1.9861364447286662, shape=(), dtype=float64)",0.23800000000000002,35.35311673602422,"tf.Tensor(0.03746550152309691, shape=(), dtype=float64)","tf.Tensor([[ 86.63150595 -28.31318794 -28.2636319  -16.92228746]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.53530356715975, shape=(), dtype=float64)","tf.Tensor(-2.2404674322760156, shape=(), dtype=float64)",0.23900000000000002,35.41904025212287,"tf.Tensor(0.06592351623558912, shape=(), dtype=float64)","tf.Tensor([[ 86.20723529 -27.12016615 -27.85995101 -16.76157725]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.53306309972748, shape=(), dtype=float64)","tf.Tensor(-2.5202400360091644, shape=(), dtype=float64)",0.24,35.5460313186819,"tf.Tensor(0.12699106669189142, shape=(), dtype=float64)","tf.Tensor([[ 85.77979595 -25.9355619  -27.45325293 -16.60001452]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.53054285969147, shape=(), dtype=float64)","tf.Tensor(-2.8253114725660313, shape=(), dtype=float64)",0.241,35.753777753007235,"tf.Tensor(0.20774643417743732, shape=(), dtype=float64)","tf.Tensor([[ 85.34921584 -24.75944795 -27.04358972 -16.43761707]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.52771754821891, shape=(), dtype=float64)","tf.Tensor(-3.155537230919732, shape=(), dtype=float64)",0.242,36.03750585747571,"tf.Tensor(0.28372810451626407, shape=(), dtype=float64)","tf.Tensor([[ 84.91552305 -23.5918959  -26.63101354 -16.27440259]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.52456201098799, shape=(), dtype=float64)","tf.Tensor(-3.5107710938882084, shape=(), dtype=float64)",0.243,36.37315623311692,"tf.Tensor(0.3356503756462743, shape=(), dtype=float64)","tf.Tensor([[ 84.47874583 -22.4329762  -26.21557653 -16.11038862]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.521051239894106, shape=(), dtype=float64)","tf.Tensor(-3.8908651597060007, shape=(), dtype=float64)",0.244,36.73308033986051,"tf.Tensor(0.35992410663466057, shape=(), dtype=float64)","tf.Tensor([[ 84.03891259 -21.2827581  -25.79733091 -15.9455926 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.5171603747344, shape=(), dtype=float64)","tf.Tensor(-4.295669863655829, shape=(), dtype=float64)",0.245,37.09647258805544,"tf.Tensor(0.36339224808588, shape=(), dtype=float64)","tf.Tensor([[ 83.59605191 -20.14130972 -25.37632889 -15.78003186]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.51286470487074, shape=(), dtype=float64)","tf.Tensor(-4.725033999757696, shape=(), dtype=float64)",0.246,37.45105606929009,"tf.Tensor(0.3545834811617459, shape=(), dtype=float64)","tf.Tensor([[ 83.1501925  -19.00869799 -24.95262271 -15.61372359]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.50813967087099, shape=(), dtype=float64)","tf.Tensor(-5.1788047425131944, shape=(), dtype=float64)",0.247,37.790833396587004,"tf.Tensor(0.33977732723426257, shape=(), dtype=float64)","tf.Tensor([[ 82.70136325 -17.88498865 -24.52626464 -15.44668485]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.502960866128475, shape=(), dtype=float64)","tf.Tensor(-5.656827668702715, shape=(), dtype=float64)",0.248,38.11355244369739,"tf.Tensor(0.32271904707850574, shape=(), dtype=float64)","tf.Tensor([[ 82.24959317 -16.77024629 -24.09730693 -15.27893258]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.497304038459774, shape=(), dtype=float64)","tf.Tensor(-6.158946779233274, shape=(), dtype=float64)",0.249,38.418953129078105,"tf.Tensor(0.3054006853954032, shape=(), dtype=float64)","tf.Tensor([[ 81.79491143 -15.6645343  -23.66580188 -15.11048362]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.49114509168054, shape=(), dtype=float64)","tf.Tensor(-6.685004521034666, shape=(), dtype=float64)",0.25,38.70774487093217,"tf.Tensor(0.2887917418406776, shape=(), dtype=float64)","tf.Tensor([[ 81.33734733 -14.56791488 -23.23180174 -14.94135466]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.48446008715951, shape=(), dtype=float64)","tf.Tensor(-7.234841809001658, shape=(), dtype=float64)",0.251,38.98105597182743,"tf.Tensor(0.27331110087904165, shape=(), dtype=float64)","tf.Tensor([[ 80.87693033 -13.48044906 -22.79535878 -14.77156228]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.47722524535051, shape=(), dtype=float64)","tf.Tensor(-7.808298047979949, shape=(), dtype=float64)",0.252,39.24015101465945,"tf.Tensor(0.25909504283239926, shape=(), dtype=float64)","tf.Tensor([[ 80.41368999 -12.40219665 -22.35652528 -14.60112292]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.46941694730253, shape=(), dtype=float64)","tf.Tensor(-8.405211154793628, shape=(), dtype=float64)",0.253,39.486292208182874,"tf.Tensor(0.24614119351538832, shape=(), dtype=float64)","tf.Tensor([[ 79.94765603 -11.33321631 -21.91535347 -14.4300529 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.46101173614773, shape=(), dtype=float64)","tf.Tensor(-9.025417580311874, shape=(), dtype=float64)",0.254,39.72067588955263,"tf.Tensor(0.23438368136690269, shape=(), dtype=float64)","tf.Tensor([[ 79.47885828 -10.27356547 -21.47189559 -14.25836844]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.45198631856742, shape=(), dtype=float64)","tf.Tensor(-9.668752331552618, shape=(), dtype=float64)",0.255,39.944407455811465,"tf.Tensor(0.2237315662624333, shape=(), dtype=float64)","tf.Tensor([[ 79.0073267   -9.22330037 -21.02620383 -14.0860856 ]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.44231756623587, shape=(), dtype=float64)","tf.Tensor(-10.335048993820948, shape=(), dtype=float64)",0.256,40.15849542407292,"tf.Tensor(0.21408796826035825, shape=(), dtype=float64)","tf.Tensor([[ 78.53309136  -8.18247606 -20.57833037 -13.91322033]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.43198251724205, shape=(), dtype=float64)","tf.Tensor(-11.024139752879991, shape=(), dtype=float64)",0.257,40.363854561475904,"tf.Tensor(0.20535913739641387, shape=(), dtype=float64)","tf.Tensor([[ 78.05618247  -7.15114638 -20.12832736 -13.73978846]], shape=(1, 4), dtype=float64)"
"tf.Tensor(58.42095837748917, shape=(), dtype=float64)","tf.Tensor(-11.735855417152044, shape=(), dtype=float64)",0.258,40.56131288790577,"tf.Tensor(0.1974583264320673, shape=(), dtype=float64)","tf.Tensor([[ 77.57663033  -6.12936398 -19.67624689 -13.56580569]], shape=(1, 4), dtype=float64)"
